IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
64.216.142.73,different,577,8,2,1,DDoS
172.75.34.125,different,60,2,1,9,DrDoS
192.168.178.142,same,12,12,4,1,Normal
5.233.158.153,different,233,0,4,1,DoS
220.66.169.96,different,68,1,4,38,DrDoS
192.168.181.210,same,12,20,5,1,Normal
192.168.202.126,same,6,23,9,1,Normal
155.53.238.88,different,493,7,4,1,DoS
218.227.195.191,different,86,0,4,5,DrDoS
75.79.92.228,different,192,364,75,1,APDoS
192.168.22.22,same,16,13,9,1,Normal
192.168.46.185,same,5,18,4,1,Normal
192.168.171.103,same,15,22,2,1,Normal
192.168.146.164,same,12,23,3,1,Normal
34.19.155.73,different,244,443,30,9,APDoS
22.70.189.12,different,444,455,38,4,APDoS
192.168.142.174,same,10,24,3,1,Normal
192.168.153.206,same,5,13,8,1,Normal
192.168.152.36,same,7,23,6,1,Normal
192.168.102.2,same,12,19,8,1,Normal
186.81.249.121,different,16,3,4,7,DrDoS
192.168.104.89,same,9,24,7,1,Normal
192.168.112.232,same,7,20,8,1,Normal
114.160.25.27,different,237,1,3,1,DoS
244.60.177.233,different,72,4,1,31,DrDoS
9.183.218.235,different,88,192,98,2,APDoS
192.168.221.37,same,7,17,4,1,Normal
192.168.202.144,same,10,19,4,1,Normal
192.168.246.8,same,10,19,10,1,Normal
192.168.215.40,same,9,15,4,1,Normal
12.197.254.247,different,576,3,0,1,DDoS
215.108.85.138,different,131,371,85,9,APDoS
242.21.234.86,different,475,183,61,5,APDoS
73.156.100.197,different,484,12,6,1,DDoS
98.24.164.151,different,269,6,1,1,DoS
180.230.2.73,different,88,3,1,20,DrDoS
192.168.83.65,same,11,30,3,1,Normal
192.168.104.95,same,8,16,4,1,Normal
192.168.201.40,same,17,10,4,1,Normal
159.168.44.164,different,307,1,5,1,DDoS
161.123.101.251,different,153,98,12,6,APDoS
253.210.70.15,different,87,202,70,6,APDoS
192.168.9.100,same,8,18,8,1,Normal
245.191.85.52,different,860,13,9,1,DDoS
192.168.131.144,same,12,17,1,1,Normal
192.168.69.5,same,13,13,6,1,Normal
200.161.56.165,different,439,120,54,9,APDoS
192.168.132.60,same,10,22,5,1,Normal
192.168.6.225,same,15,12,4,1,Normal
192.168.44.188,same,13,23,8,1,Normal
79.241.44.159,different,24,1,4,49,DrDoS
236.169.224.152,different,343,2,4,1,DoS
192.168.146.25,same,12,21,12,1,Normal
192.168.253.145,same,7,22,6,1,Normal
46.151.91.173,different,254,58,18,5,APDoS
192.92.39.202,different,61,3,2,17,DrDoS
120.200.109.129,different,575,11,3,1,DDoS
192.168.163.45,same,15,18,4,1,Normal
166.1.53.93,different,312,482,49,6,APDoS
192.168.131.107,same,14,24,6,1,Normal
192.168.238.72,same,9,23,2,1,Normal
192.168.157.144,same,12,25,4,1,Normal
57.30.57.229,different,203,8,0,1,DoS
192.168.231.121,same,19,20,6,1,Normal
192.168.111.156,same,11,24,6,1,Normal
192.168.22.148,same,15,20,7,1,Normal
192.168.116.82,same,10,14,3,1,Normal
192.168.230.46,same,6,18,12,1,Normal
192.168.198.224,same,13,24,6,1,Normal
192.168.254.106,same,15,17,5,1,Normal
192.168.29.76,same,13,14,2,1,Normal
179.60.172.131,different,298,213,88,4,APDoS
149.26.82.100,different,381,2,0,1,DoS
192.168.150.192,same,4,16,5,1,Normal
192.168.221.110,same,8,19,7,1,Normal
192.168.246.194,same,13,18,3,1,Normal
124.181.240.108,different,400,6,7,1,DDoS
192.168.75.250,same,6,24,4,1,Normal
192.168.141.185,same,14,19,4,1,Normal
192.168.128.133,same,9,27,5,1,Normal
192.168.198.120,same,9,17,3,1,Normal
176.120.72.47,different,239,460,13,1,APDoS
192.168.64.96,same,4,17,4,1,Normal
210.19.47.100,different,28,4,1,21,DrDoS
192.168.165.222,same,5,22,2,1,Normal
251.7.92.72,different,163,396,35,7,APDoS
94.160.60.228,different,453,3,4,1,DoS
165.100.242.90,different,62,4,2,6,DrDoS
238.231.243.185,different,313,470,66,5,APDoS
192.168.213.123,same,11,14,11,1,Normal
192.168.90.189,same,16,24,4,1,Normal
6.44.89.101,different,465,3,2,1,DoS
192.168.19.211,same,14,25,2,1,Normal
192.168.212.55,same,7,13,4,1,Normal
192.168.187.194,same,8,25,3,1,Normal
192.168.18.235,same,7,13,5,1,Normal
192.168.101.180,same,11,20,3,1,Normal
38.88.43.252,different,64,1,2,6,DrDoS
162.48.63.253,different,392,441,78,9,APDoS
20.207.228.187,different,749,15,7,1,DDoS
106.104.245.254,different,97,2,4,39,DrDoS
192.168.211.40,same,6,15,3,1,Normal
192.168.102.240,same,2,23,7,1,Normal
192.168.180.201,same,5,21,3,1,Normal
192.168.20.177,same,8,26,9,1,Normal
134.156.108.248,different,921,2,8,1,DDoS
52.32.152.14,different,270,358,70,8,APDoS
192.168.54.181,same,18,15,5,1,Normal
153.39.185.97,different,84,2,0,32,DrDoS
192.168.79.112,same,9,23,6,1,Normal
109.39.140.208,different,391,0,1,1,DoS
110.161.15.14,different,55,1,0,9,DrDoS
192.168.47.192,same,11,22,6,1,Normal
217.236.37.25,different,215,192,90,4,APDoS
192.168.191.32,same,11,25,3,1,Normal
192.168.132.80,same,4,20,5,1,Normal
116.198.234.230,different,275,3,2,1,DoS
192.168.156.252,same,14,28,2,1,Normal
126.198.44.186,different,122,131,10,6,APDoS
192.168.159.107,same,10,28,7,1,Normal
192.168.8.21,same,15,19,3,1,Normal
153.212.195.118,different,667,14,4,1,DDoS
192.168.116.8,same,9,23,9,1,Normal
212.248.190.5,different,883,17,8,1,DDoS
188.139.36.210,different,680,1,9,1,DDoS
192.168.121.67,same,11,22,4,1,Normal
192.168.111.5,same,7,26,3,1,Normal
243.136.175.32,different,92,3,3,19,DrDoS
250.247.5.72,different,210,273,51,4,APDoS
192.168.12.171,same,6,20,1,1,Normal
48.54.16.79,different,111,174,70,7,APDoS
244.243.2.201,different,372,3,2,1,DoS
192.168.153.120,same,7,23,3,1,Normal
192.168.15.113,same,12,18,5,1,Normal
192.168.96.132,same,7,22,5,1,Normal
28.215.68.155,different,83,3,1,42,DrDoS
166.118.93.137,different,673,10,8,1,DDoS
17.108.134.22,different,59,12,9,1,DDoS
187.10.136.208,different,898,4,4,1,DDoS
192.168.65.219,same,6,15,9,1,Normal
131.124.72.152,different,285,14,0,1,DDoS
192.168.7.134,same,12,20,5,1,Normal
192.168.240.213,same,6,23,5,1,Normal
192.168.231.111,same,8,16,6,1,Normal
192.168.171.167,same,10,17,8,1,Normal
192.168.161.132,same,13,19,3,1,Normal
57.149.221.172,different,561,6,7,1,DDoS
192.168.172.20,same,10,20,2,1,Normal
192.168.141.188,same,6,17,8,1,Normal
192.168.152.230,same,7,16,3,1,Normal
192.168.15.119,same,6,24,3,1,Normal
228.220.151.175,different,20,0,2,38,DrDoS
192.168.32.149,same,10,11,3,1,Normal
252.251.136.206,different,90,2,1,16,DrDoS
192.168.143.222,same,8,16,4,1,Normal
192.168.93.194,same,14,17,3,1,Normal
192.168.181.239,same,8,23,5,1,Normal
192.168.86.143,same,14,19,8,1,Normal
192.168.175.87,same,8,16,4,1,Normal
90.29.91.207,different,27,4,3,11,DrDoS
88.115.242.63,different,490,7,2,1,DoS
171.231.183.138,different,297,412,29,7,APDoS
115.155.227.158,different,363,5,0,1,DoS
153.166.138.230,different,620,4,1,1,DDoS
192.168.136.46,same,11,20,5,1,Normal
192.168.66.231,same,12,15,3,1,Normal
192.168.82.24,same,9,25,6,1,Normal
192.168.220.161,same,18,13,2,1,Normal
192.168.67.96,same,9,20,4,1,Normal
13.154.243.40,different,344,363,66,8,APDoS
22.50.217.212,different,265,1,3,1,DoS
192.168.126.61,same,10,25,4,1,Normal
244.61.204.111,different,499,7,4,1,DoS
192.168.27.254,same,5,21,6,1,Normal
192.168.235.206,same,14,21,4,1,Normal
192.168.103.221,same,11,24,0,1,Normal
192.168.153.106,same,12,25,4,1,Normal
192.168.5.211,same,7,29,5,1,Normal
192.168.198.184,same,9,28,4,1,Normal
192.168.57.28,same,16,20,9,1,Normal
198.126.191.37,different,942,4,7,1,DDoS
232.224.115.233,different,479,1,2,1,DoS
145.249.249.16,different,335,88,53,1,APDoS
192.168.115.37,same,13,13,5,1,Normal
208.91.75.40,different,439,7,1,1,DoS
192.168.144.170,same,9,19,3,1,Normal
192.168.212.4,same,12,12,7,1,Normal
192.168.84.219,same,10,21,4,1,Normal
192.168.101.207,same,10,19,8,1,Normal
192.168.250.215,same,13,15,8,1,Normal
67.57.237.40,different,56,3,2,12,DrDoS
62.247.161.8,different,74,203,63,3,APDoS
192.168.79.72,same,15,23,5,1,Normal
140.247.149.3,different,28,2,1,7,DrDoS
192.168.240.133,same,15,20,3,1,Normal
192.168.227.133,same,9,21,4,1,Normal
192.168.131.226,same,10,14,6,1,Normal
192.168.106.36,same,10,18,6,1,Normal
132.105.52.242,different,504,4,3,1,DDoS
192.168.177.113,same,7,29,1,1,Normal
246.87.182.165,different,189,359,29,2,APDoS
192.168.245.90,same,14,19,1,1,Normal
192.168.221.63,same,15,15,5,1,Normal
24.171.212.76,different,133,4,3,1,DoS
145.87.221.15,different,70,0,1,12,DrDoS
75.154.136.15,different,593,10,2,1,DDoS
192.168.91.183,same,10,16,6,1,Normal
192.168.209.242,same,6,17,5,1,Normal
192.168.233.67,same,4,20,5,1,Normal
192.168.36.28,same,11,21,4,1,Normal
192.168.131.1,same,8,23,7,1,Normal
6.84.253.175,different,491,310,86,8,APDoS
205.82.8.3,different,70,1,4,45,DrDoS
75.237.174.177,different,498,2,2,1,DoS
24.93.95.113,different,93,3,4,43,DrDoS
192.168.167.171,same,9,16,4,1,Normal
171.17.2.59,different,421,6,8,1,DDoS
192.168.59.105,same,6,16,8,1,Normal
192.168.72.88,same,9,19,6,1,Normal
205.205.208.127,different,595,16,2,1,DDoS
192.168.183.89,same,8,15,6,1,Normal
142.8.170.148,different,10,3,4,21,DrDoS
17.212.88.20,different,364,12,8,1,DDoS
192.168.49.94,same,8,25,3,1,Normal
192.168.110.26,same,15,26,5,1,Normal
192.168.1.156,same,10,20,2,1,Normal
192.168.175.189,same,8,20,9,1,Normal
192.168.181.46,same,9,22,4,1,Normal
192.168.24.177,same,11,24,4,1,Normal
192.168.178.54,same,15,25,4,1,Normal
56.126.170.129,different,393,3,5,1,DDoS
232.45.225.216,different,456,3,3,1,DoS
35.161.237.178,different,96,3,3,1,DoS
192.168.62.52,same,8,19,7,1,Normal
13.51.97.192,different,235,2,2,1,DoS
26.5.140.238,different,279,76,97,7,APDoS
156.76.17.58,different,11,0,0,47,DrDoS
192.168.182.14,same,9,18,3,1,Normal
247.36.196.247,different,104,6,0,1,DoS
192.168.190.99,same,7,18,5,1,Normal
192.168.185.91,same,9,24,4,1,Normal
192.168.186.78,same,8,28,4,1,Normal
192.168.64.112,same,10,18,8,1,Normal
41.36.239.187,different,244,7,4,1,DoS
71.232.162.8,different,69,3,0,20,DrDoS
68.162.44.41,different,286,11,9,1,DDoS
99.66.186.2,different,15,0,1,45,DrDoS
192.168.118.122,same,14,26,6,1,Normal
192.168.233.202,same,11,21,9,1,Normal
192.168.177.132,same,10,22,4,1,Normal
192.168.109.24,same,14,21,2,1,Normal
192.168.90.166,same,11,18,1,1,Normal
94.27.188.106,different,335,333,38,9,APDoS
83.201.108.31,different,50,1,1,48,DrDoS
192.168.115.139,same,6,18,4,1,Normal
192.168.177.19,same,5,25,1,1,Normal
192.168.72.183,same,7,19,6,1,Normal
192.168.29.105,same,9,13,4,1,Normal
116.34.143.5,different,464,4,0,1,DoS
190.152.66.246,different,343,481,93,2,APDoS
192.168.210.148,same,12,17,6,1,Normal
94.143.204.178,different,97,0,2,33,DrDoS
192.168.104.78,same,7,24,3,1,Normal
78.93.115.136,different,196,414,47,4,APDoS
34.73.94.139,different,92,2,2,1,DoS
160.176.250.90,different,746,0,3,1,DDoS
182.223.152.104,different,478,462,41,2,APDoS
67.11.185.243,different,325,355,17,8,APDoS
192.168.251.200,same,7,23,6,1,Normal
191.176.71.70,different,78,2,2,23,DrDoS
192.168.182.227,same,6,24,0,1,Normal
192.168.170.143,same,13,26,2,1,Normal
192.168.174.249,same,10,25,6,1,Normal
192.168.81.244,same,8,27,4,1,Normal
192.168.127.104,same,10,22,9,1,Normal
192.168.134.61,same,10,15,5,1,Normal
71.177.141.118,different,192,259,19,3,APDoS
235.64.182.156,different,403,481,12,1,APDoS
192.168.67.222,same,14,16,7,1,Normal
233.179.253.254,different,50,4,2,37,DrDoS
192.168.101.193,same,8,16,6,1,Normal
75.198.37.27,different,442,3,0,1,DDoS
192.168.112.218,same,6,21,8,1,Normal
228.65.45.212,different,291,3,0,1,DoS
192.168.46.162,same,8,16,3,1,Normal
182.122.82.213,different,28,2,3,38,DrDoS
192.168.163.25,same,11,22,4,1,Normal
192.168.59.132,same,13,20,5,1,Normal
192.168.24.102,same,9,19,6,1,Normal
192.168.192.28,same,15,13,4,1,Normal
192.168.44.111,same,12,30,3,1,Normal
192.168.75.197,same,9,20,4,1,Normal
192.168.36.134,same,8,20,4,1,Normal
136.189.18.36,different,161,4,4,1,DoS
183.229.253.155,different,472,9,1,1,DoS
176.158.21.87,different,346,329,49,3,APDoS
192.168.208.90,same,13,21,6,1,Normal
192.168.23.28,same,11,19,9,1,Normal
192.168.176.10,same,11,24,3,1,Normal
235.173.87.205,different,104,5,1,1,DoS
192.168.104.23,same,15,20,8,1,Normal
56.91.7.150,different,111,5,2,1,DoS
108.87.14.114,different,286,4,5,1,DDoS
192.168.116.131,same,10,20,5,1,Normal
235.209.224.228,different,147,365,99,6,APDoS
192.168.74.60,same,6,22,4,1,Normal
219.159.253.186,different,85,2,3,17,DrDoS
192.168.133.48,same,14,25,5,1,Normal
192.168.71.111,same,13,17,4,1,Normal
192.168.106.121,same,5,11,6,1,Normal
16.253.53.213,different,786,9,1,1,DDoS
36.126.180.90,different,143,3,8,1,DDoS
192.168.146.119,same,8,21,7,1,Normal
192.168.194.223,same,9,24,7,1,Normal
202.58.34.246,different,25,4,4,15,DrDoS
121.135.208.222,different,23,0,3,37,DrDoS
192.168.37.79,same,9,23,3,1,Normal
188.69.231.31,different,342,235,52,1,APDoS
8.33.144.17,different,143,387,62,7,APDoS
192.168.108.57,same,6,20,3,1,Normal
192.168.234.40,same,6,18,8,1,Normal
134.85.41.43,different,447,253,34,4,APDoS
246.190.206.223,different,411,0,1,1,DoS
164.150.151.110,different,977,18,0,1,DDoS
14.16.121.144,different,465,256,21,1,APDoS
181.42.132.175,different,36,3,2,44,DrDoS
214.67.249.224,different,24,2,1,19,DrDoS
192.168.9.98,same,6,21,6,1,Normal
192.168.236.3,same,14,22,4,1,Normal
192.168.242.7,same,3,17,5,1,Normal
192.168.13.209,same,12,14,3,1,Normal
98.128.11.153,different,136,138,97,2,APDoS
192.168.214.130,same,7,19,9,1,Normal
252.116.212.92,different,99,238,76,1,APDoS
201.208.159.48,different,727,17,5,1,DDoS
209.180.9.2,different,540,5,0,1,DDoS
233.203.72.13,different,632,0,2,1,DDoS
192.168.55.147,same,8,19,5,1,Normal
192.168.44.145,same,14,11,4,1,Normal
198.191.231.59,different,44,4,1,19,DrDoS
192.168.114.103,same,11,19,4,1,Normal
192.168.192.18,same,11,20,9,1,Normal
10.93.75.234,different,98,3,3,25,DrDoS
94.37.75.39,different,138,359,71,3,APDoS
94.56.242.100,different,12,3,3,18,DrDoS
192.168.168.165,same,12,17,3,1,Normal
192.168.102.111,same,9,21,5,1,Normal
42.131.28.183,different,252,98,80,6,APDoS
192.168.221.96,same,17,20,4,1,Normal
192.168.29.119,same,7,18,5,1,Normal
15.103.67.171,different,90,0,0,5,DrDoS
192.168.182.173,same,10,15,4,1,Normal
192.168.139.168,same,10,27,3,1,Normal
185.15.50.52,different,186,132,15,5,APDoS
192.168.220.174,same,13,15,3,1,Normal
159.139.8.226,different,372,470,37,6,APDoS
192.168.148.101,same,13,18,8,1,Normal
192.168.196.5,same,14,18,2,1,Normal
45.252.102.9,different,213,54,88,9,APDoS
192.168.27.27,same,7,12,4,1,Normal
192.168.74.247,same,7,20,2,1,Normal
192.168.16.71,same,9,15,1,1,Normal
89.34.16.44,different,476,409,98,6,APDoS
192.168.231.44,same,9,15,6,1,Normal
192.168.253.153,same,11,17,2,1,Normal
185.210.21.173,different,915,18,1,1,DDoS
192.168.4.26,same,9,20,5,1,Normal
104.116.136.26,different,792,13,1,1,DDoS
192.168.245.222,same,8,18,4,1,Normal
192.168.156.52,same,8,20,4,1,Normal
192.168.152.250,same,13,18,2,1,Normal
192.168.104.245,same,13,21,0,1,Normal
192.168.213.172,same,7,22,3,1,Normal
119.50.184.232,different,477,9,4,1,DoS
192.168.48.58,same,11,15,7,1,Normal
192.168.70.164,same,8,21,5,1,Normal
192.168.114.174,same,7,24,2,1,Normal
192.168.37.24,same,12,12,6,1,Normal
80.173.31.39,different,242,289,82,9,APDoS
192.168.233.139,same,7,21,7,1,Normal
192.168.149.47,same,9,18,5,1,Normal
192.168.254.210,same,10,19,3,1,Normal
192.168.34.249,same,7,23,5,1,Normal
192.168.141.35,same,8,20,4,1,Normal
192.168.134.66,same,14,21,5,1,Normal
131.236.29.252,different,241,247,11,4,APDoS
209.228.28.9,different,53,13,7,1,DDoS
192.168.133.238,same,6,17,6,1,Normal
192.168.57.152,same,12,27,3,1,Normal
192.168.143.57,same,14,16,7,1,Normal
163.240.243.134,different,71,266,56,7,APDoS
238.8.105.59,different,39,3,3,20,DrDoS
192.168.213.230,same,11,23,8,1,Normal
192.168.126.178,same,13,17,5,1,Normal
183.3.162.193,different,85,4,3,40,DrDoS
34.35.182.4,different,60,108,12,1,APDoS
192.168.225.150,same,10,22,3,1,Normal
192.168.246.147,same,14,14,6,1,Normal
81.194.245.231,different,12,3,2,45,DrDoS
80.184.147.45,different,439,466,52,2,APDoS
99.145.157.235,different,99,2,3,25,DrDoS
1.202.182.25,different,224,250,48,2,APDoS
253.155.56.231,different,387,14,6,1,DDoS
184.34.155.46,different,628,15,2,1,DDoS
192.168.48.196,same,9,12,7,1,Normal
238.86.225.120,different,463,7,0,1,DoS
192.168.143.233,same,9,18,7,1,Normal
34.58.66.41,different,452,206,41,7,APDoS
192.168.76.20,same,16,19,5,1,Normal
192.168.30.208,same,13,27,2,1,Normal
211.207.51.82,different,897,15,8,1,DDoS
192.168.124.182,same,8,20,5,1,Normal
192.168.101.116,same,7,15,4,1,Normal
198.203.104.126,different,888,12,7,1,DDoS
212.27.133.158,different,181,3,9,1,DDoS
192.168.101.27,same,10,20,6,1,Normal
192.168.38.194,same,13,21,6,1,Normal
192.168.236.179,same,8,25,3,1,Normal
152.48.169.203,different,93,1,1,25,DrDoS
192.168.182.155,same,8,24,8,1,Normal
192.168.74.103,same,8,19,5,1,Normal
118.52.83.2,different,181,248,28,3,APDoS
192.168.159.249,same,5,13,3,1,Normal
127.125.235.195,different,247,9,4,1,DoS
246.112.44.196,different,443,452,48,2,APDoS
192.168.67.127,same,6,26,8,1,Normal
192.168.218.183,same,7,19,4,1,Normal
192.168.71.243,same,10,22,4,1,Normal
81.38.123.11,different,406,12,2,1,DDoS
192.168.59.92,same,10,19,4,1,Normal
192.168.3.23,same,11,16,6,1,Normal
18.231.242.222,different,213,3,0,1,DoS
92.253.198.212,different,219,7,4,1,DoS
192.168.89.14,same,15,20,3,1,Normal
116.21.78.78,different,460,259,19,6,APDoS
170.168.47.69,different,996,0,7,1,DDoS
192.168.183.229,same,9,14,3,1,Normal
192.168.250.51,same,9,16,4,1,Normal
192.168.61.58,same,5,23,6,1,Normal
192.168.107.37,same,15,24,4,1,Normal
192.168.164.242,same,8,18,6,1,Normal
192.168.210.227,same,7,27,6,1,Normal
192.168.159.67,same,8,15,8,1,Normal
192.168.3.247,same,9,24,5,1,Normal
192.168.19.53,same,13,23,9,1,Normal
126.170.152.211,different,569,4,9,1,DDoS
192.168.27.53,same,15,21,6,1,Normal
192.168.69.179,same,8,21,8,1,Normal
192.168.198.106,same,6,20,7,1,Normal
17.183.47.16,different,95,0,0,31,DrDoS
111.227.115.117,different,355,0,3,1,DoS
192.168.151.46,same,14,14,6,1,Normal
192.168.20.161,same,10,19,5,1,Normal
90.71.88.158,different,137,463,14,4,APDoS
192.168.136.55,same,7,22,1,1,Normal
85.188.222.36,different,93,3,3,49,DrDoS
192.168.116.18,same,13,17,3,1,Normal
192.168.29.171,same,10,14,2,1,Normal
68.23.97.41,different,63,3,0,21,DrDoS
106.249.204.7,different,12,4,4,44,DrDoS
192.168.199.7,same,12,15,8,1,Normal
192.168.9.135,same,10,17,3,1,Normal
138.48.10.159,different,499,187,30,1,APDoS
192.168.222.203,same,16,18,2,1,Normal
243.179.140.243,different,798,7,5,1,DDoS
192.168.144.5,same,16,20,2,1,Normal
220.43.158.16,different,32,4,4,6,DrDoS
139.117.122.201,different,11,1,4,49,DrDoS
91.80.215.21,different,50,15,9,1,DDoS
192.168.133.76,same,10,27,5,1,Normal
192.168.125.59,same,8,29,4,1,Normal
192.168.205.178,same,12,19,6,1,Normal
192.168.159.123,same,13,16,1,1,Normal
192.168.58.36,same,7,19,4,1,Normal
192.168.62.174,same,7,24,6,1,Normal
192.168.20.165,same,10,28,6,1,Normal
70.202.237.153,different,51,1,2,8,DrDoS
192.168.155.152,same,11,16,5,1,Normal
192.168.214.140,same,7,8,2,1,Normal
192.168.211.169,same,11,18,5,1,Normal
192.168.13.91,same,10,27,10,1,Normal
44.222.209.88,different,95,4,3,5,DrDoS
192.168.5.38,same,16,27,6,1,Normal
174.109.182.4,different,73,18,5,1,DDoS
192.168.39.27,same,9,27,5,1,Normal
177.66.121.235,different,843,12,5,1,DDoS
192.168.202.205,same,13,17,6,1,Normal
192.168.17.75,same,11,11,4,1,Normal
192.168.55.36,same,11,24,5,1,Normal
153.71.47.147,different,179,55,39,2,APDoS
192.168.12.49,same,17,20,3,1,Normal
60.66.28.153,different,115,288,14,5,APDoS
49.25.70.158,different,37,1,0,48,DrDoS
70.132.180.85,different,295,6,2,1,DoS
212.10.196.102,different,276,303,34,2,APDoS
192.168.36.2,same,12,17,5,1,Normal
192.168.237.101,same,9,21,6,1,Normal
192.168.69.105,same,11,28,1,1,Normal
196.167.160.212,different,256,6,2,1,DDoS
192.168.164.93,same,11,17,0,1,Normal
192.168.225.218,same,4,24,3,1,Normal
149.73.106.136,different,487,13,2,1,DDoS
192.168.253.175,same,10,27,7,1,Normal
192.168.47.151,same,7,20,5,1,Normal
14.20.170.45,different,83,422,80,7,APDoS
7.68.110.103,different,295,1,8,1,DDoS
192.168.200.162,same,8,24,7,1,Normal
192.168.42.166,same,11,23,4,1,Normal
198.192.140.102,different,55,5,8,1,DDoS
192.168.230.219,same,12,13,2,1,Normal
108.101.87.135,different,418,0,3,1,DoS
192.168.190.64,same,11,23,4,1,Normal
192.168.218.12,same,9,15,9,1,Normal
192.168.27.25,same,5,19,3,1,Normal
192.168.247.153,same,8,20,5,1,Normal
192.168.197.89,same,14,19,5,1,Normal
192.168.168.227,same,14,11,4,1,Normal
192.168.205.69,same,8,19,3,1,Normal
192.168.139.122,same,13,22,8,1,Normal
192.168.79.246,same,5,20,5,1,Normal
68.90.15.142,different,495,127,16,8,APDoS
109.69.61.43,different,874,5,2,1,DDoS
67.128.79.172,different,59,3,2,12,DrDoS
192.168.110.54,same,14,22,5,1,Normal
94.93.70.208,different,476,4,1,1,DoS
192.168.97.189,same,9,25,5,1,Normal
192.168.56.185,same,11,20,2,1,Normal
173.117.144.206,different,363,18,1,1,DDoS
50.143.88.43,different,92,1,0,44,DrDoS
149.74.220.224,different,55,104,92,7,APDoS
192.168.50.165,same,15,16,5,1,Normal
113.163.197.52,different,118,219,80,5,APDoS
192.168.0.196,same,13,21,6,1,Normal
192.168.165.194,same,12,28,3,1,Normal
192.168.98.68,same,8,13,6,1,Normal
192.168.171.107,same,11,22,3,1,Normal
192.168.76.46,same,8,18,5,1,Normal
56.212.188.235,different,126,5,1,1,DDoS
78.95.44.69,different,148,3,1,1,DDoS
2.225.130.157,different,136,299,57,1,APDoS
192.168.58.81,same,15,21,7,1,Normal
129.149.108.173,different,356,6,0,1,DoS
28.249.241.30,different,537,7,8,1,DDoS
192.168.58.205,same,7,21,3,1,Normal
192.168.180.163,same,12,13,6,1,Normal
192.168.33.178,same,11,19,6,1,Normal
145.99.164.50,different,299,12,3,1,DDoS
192.168.89.139,same,16,18,4,1,Normal
192.168.154.246,same,11,20,7,1,Normal
205.156.158.63,different,348,68,19,8,APDoS
192.168.47.40,same,12,20,6,1,Normal
62.142.159.215,different,13,3,2,11,DrDoS
14.221.229.23,different,157,419,25,9,APDoS
253.237.97.254,different,464,494,54,7,APDoS
192.168.63.2,same,8,17,5,1,Normal
72.103.198.133,different,357,0,5,1,DDoS
192.168.10.126,same,7,13,3,1,Normal
